company_id,period_start,period_end,fiscal_year,fiscal_period,filing_form,filed_date,revenue,operating_income,net_income,rd_expense,income_tax,assets,liabilities,equity,cash,inventory,current_assets,current_liabilities,long_term_debt,operating_cash_flow,investing_cash_flow,financing_cash_flow,capital_expenditure,dividends_paid,ticker,company_name,sector,country,industry,exchange,operating_margin,net_profit_margin
2,2012-09-30,2013-09-28,2015,FY,10-K,,,48999000000.0,37037000000.0,4475000000.0,13118000000.0,,,123549000000.0,14259000000.0,,,,,,,,8165000000.0,,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,,
2,2013-09-29,2014-09-27,2016,FY,10-K,,,52503000000.0,39510000000.0,6041000000.0,13973000000.0,,,111547000000.0,13844000000.0,,,,,,,,9571000000.0,,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,,
2,2014-09-28,2015-09-26,2017,FY,10-K,,,71230000000.0,53394000000.0,8067000000.0,19121000000.0,,,119355000000.0,21120000000.0,,,,,81266000000.0,-56274000000.0,-17716000000.0,11247000000.0,11561000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,,
2,2015-09-27,2016-09-24,2018,FY,10-K,,,60024000000.0,45687000000.0,10045000000.0,15685000000.0,,,128249000000.0,,,,,,66231000000.0,-45977000000.0,-20890000000.0,12734000000.0,12150000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,,
2,2016-09-25,2017-09-30,2019,FY,10-K,,229234000000.0,61344000000.0,48351000000.0,11581000000.0,15738000000.0,,,134047000000.0,,,,,,64225000000.0,-46446000000.0,-17974000000.0,12451000000.0,12769000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,0.2676042820872994,0.21092420845075338
2,2017-10-01,2018-09-29,2020,FY,10-K,,265595000000.0,70898000000.0,59531000000.0,14236000000.0,13372000000.0,,,107147000000.0,,,,,,77434000000.0,16066000000.0,-87876000000.0,13313000000.0,13712000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,0.26694026619477024,0.22414202074587247
2,2018-09-30,2019-09-28,2021,FY,10-K,,260174000000.0,63930000000.0,55256000000.0,16217000000.0,10481000000.0,,,90488000000.0,,,,,,69391000000.0,45896000000.0,-90976000000.0,10495000000.0,14119000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,0.24572017188496928,0.21238094505984456
2,2019-09-29,2020-09-26,2022,FY,10-K,,274515000000.0,66288000000.0,57411000000.0,18752000000.0,9680000000.0,,,65339000000.0,,,,,,80674000000.0,-4289000000.0,-86820000000.0,7309000000.0,14081000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,0.24147314354406862,0.20913611278072236
2,2020-09-27,2021-09-25,2023,FY,10-K,,365817000000.0,108949000000.0,94680000000.0,21914000000.0,14527000000.0,,,63090000000.0,,,,,,104038000000.0,-14545000000.0,-93353000000.0,11085000000.0,14467000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,0.29782377527561593,0.2588179335569424
2,2021-09-26,2022-09-24,2024,FY,10-K,,394328000000.0,119437000000.0,99803000000.0,26251000000.0,19300000000.0,,,50672000000.0,,,,,,122151000000.0,-22354000000.0,-110749000000.0,10708000000.0,14841000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,0.30288744395528594,0.2530964070519973
2,2022-09-25,2023-09-30,2025,FY,10-K,,383285000000.0,114301000000.0,96995000000.0,29915000000.0,16741000000.0,,,62146000000.0,,,,,,110543000000.0,3705000000.0,-108488000000.0,10959000000.0,15025000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,0.2982141226502472,0.2530623426432028
2,2023-10-01,2024-09-28,2025,FY,10-K,,391035000000.0,123216000000.0,93736000000.0,31370000000.0,29749000000.0,364980000000.0,308030000000.0,,29943000000.0,7286000000.0,152987000000.0,176392000000.0,85750000000.0,118254000000.0,2935000000.0,-121983000000.0,9447000000.0,15234000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,0.31510222870075566,0.23971255769943867
2,2024-09-29,2025-09-27,2025,FY,10-K,,416161000000.0,133050000000.0,112010000000.0,34550000000.0,20719000000.0,,,,,,,,,111482000000.0,15195000000.0,-120686000000.0,12715000000.0,15421000000.0,AAPL,Apple Inc.,Technology,USA,Consumer Electronics,NASDAQ,0.31970799762591884,0.2691506412181824
3,2007-01-29,2008-01-27,2010,FY,10-K,,,836346000.0,797645000.0,691637000.0,103696000.0,,,2617912000.0,726969000.0,,,,,1270196000.0,-761318000.0,-326323000.0,,,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2008-01-28,2009-01-25,2010,FY,10-K,,,-70700000.0,-30041000.0,855879000.0,-12913000.0,,,2394652000.0,417688000.0,,,,,249360000.0,-209367000.0,-349274000.0,,,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2009-01-26,2010-01-31,2011,FY,10-K,,,-98945000.0,-67987000.0,908851000.0,-14307000.0,,,2665140000.0,447221000.0,,,,,487807000.0,-519333000.0,61059000.0,77601000.0,,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2010-02-01,2011-01-30,2012,FY,10-K,,,255747000.0,253146000.0,848830000.0,18023000.0,,,3181462000.0,665361000.0,,,,,675797000.0,-649678000.0,192021000.0,,0.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2011-01-31,2012-01-29,2013,FY,10-K,,,648299000.0,581090000.0,1002605000.0,82306000.0,,,4145724000.0,667876000.0,,,,,909156000.0,-1143364000.0,236723000.0,,0.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2012-01-30,2013-01-27,2015,FY,10-K,,,648239000.0,562536000.0,1147282000.0,99503000.0,,,4827000000.0,733000000.0,,,,,824172000.0,-743992000.0,-15270000.0,,46866000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2013-01-28,2014-01-26,2016,FY,10-K,,,496000000.0,440000000.0,1336000000.0,70000000.0,,,4455000000.0,1152000000.0,,,,,835000000.0,-806000000.0,390000000.0,,181000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2014-01-27,2015-01-25,2017,FY,10-K,,,759000000.0,631000000.0,1360000000.0,124000000.0,,,4418000000.0,497000000.0,,,,,906000000.0,-727000000.0,-834000000.0,,186000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2015-01-26,2016-01-31,2018,FY,10-K,,,747000000.0,614000000.0,1331000000.0,129000000.0,,,4469000000.0,596000000.0,,,,,1175000000.0,-400000000.0,-676000000.0,,213000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2016-02-01,2017-01-29,2019,FY,10-K,,6910000000.0,1934000000.0,1666000000.0,1463000000.0,239000000.0,,,5762000000.0,,,,,,1672000000.0,-793000000.0,291000000.0,,261000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,0.27988422575976846,0.2410998552821997
3,2017-01-30,2018-01-28,2020,FY,10-K,,9714000000.0,3210000000.0,3047000000.0,1797000000.0,149000000.0,,,7471000000.0,,,,,,3502000000.0,1278000000.0,-2544000000.0,,341000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,0.3304508956145769,0.3136709903232448
3,2018-01-29,2019-01-27,2021,FY,10-K,,11716000000.0,3804000000.0,4141000000.0,2376000000.0,-245000000.0,,,9342000000.0,,,,,,3743000000.0,-4097000000.0,-2866000000.0,,371000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,0.3246841925571868,0.35344827586206895
3,2019-01-28,2020-01-26,2022,FY,10-K,,10918000000.0,2846000000.0,2796000000.0,2829000000.0,174000000.0,,,12204000000.0,,,,,,4761000000.0,6145000000.0,-792000000.0,,390000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,0.2606704524638212,0.2560908591317091
3,2020-01-27,2021-01-31,2022,FY,10-K,,16675000000.0,,,,,,,16893000000.0,,,,,,5822000000.0,-19675000000.0,3804000000.0,,395000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2021-02-01,2022-01-30,2024,FY,10-K,,,10041000000.0,,5268000000.0,189000000.0,,,26612000000.0,,,,,,9108000000.0,-9830000000.0,1865000000.0,,399000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2022-01-31,2023-01-29,2025,FY,10-K,,,4224000000.0,,7339000000.0,-187000000.0,,,22101000000.0,,,,,,5641000000.0,7375000000.0,-11617000000.0,,398000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2023-01-30,2024-01-28,2026,FY,10-K,,,32972000000.0,,8675000000.0,4058000000.0,,,42978000000.0,,,,,,28090000000.0,-10566000000.0,-13633000000.0,,395000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2024-01-29,2025-01-26,2026,FY,10-K,,,81453000000.0,,12914000000.0,11146000000.0,111601000000.0,32274000000.0,,8589000000.0,10080000000.0,80126000000.0,18047000000.0,8463000000.0,64089000000.0,-20421000000.0,-42359000000.0,,834000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
3,2025-01-27,2026-01-25,2026,FY,10-K,,,130387000000.0,,18497000000.0,21383000000.0,,,,,,,,,102718000000.0,-52228000000.0,-48474000000.0,,974000000.0,NVDA,NVIDIA Corporation,Technology,USA,Semiconductors,NASDAQ,,
4,2007-01-01,2007-12-31,2009,FY,10-K,,,655000000.0,476000000.0,,184000000.0,,,1197000000.0,2539000000.0,,,,,1405000000.0,42000000.0,50000000.0,224000000.0,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,,
4,2008-01-01,2008-12-31,2010,FY,10-K,,,842000000.0,645000000.0,,247000000.0,,,2672000000.0,2769000000.0,,,,,1697000000.0,-1199000000.0,-198000000.0,333000000.0,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,,
4,2009-01-01,2009-12-31,2011,FY,10-K,,,1129000000.0,902000000.0,,253000000.0,,,5257000000.0,3444000000.0,,,,,3293000000.0,-2337000000.0,-280000000.0,373000000.0,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,,
4,2010-01-01,2010-12-31,2012,FY,10-K,,,1406000000.0,1152000000.0,,352000000.0,,,6864000000.0,3777000000.0,,,,,3495000000.0,-3360000000.0,181000000.0,979000000.0,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,,
4,2011-01-01,2011-12-31,2013,FY,10-K,,,862000000.0,631000000.0,,291000000.0,,,7757000000.0,5269000000.0,,,,,3903000000.0,-1930000000.0,-482000000.0,1811000000.0,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,,
4,2012-01-01,2012-12-31,2014,FY,10-K,,,676000000.0,-39000000.0,,428000000.0,,,8192000000.0,8084000000.0,,,,,4180000000.0,-3595000000.0,2259000000.0,3785000000.0,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,,
4,2013-01-01,2013-12-31,2015,FY,10-K,,,745000000.0,274000000.0,,161000000.0,,,9746000000.0,8658000000.0,,,,,5475000000.0,-4276000000.0,-539000000.0,3444000000.0,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,,
4,2014-01-01,2014-12-31,2016,FY,10-K,,,178000000.0,-241000000.0,,167000000.0,,,10741000000.0,14557000000.0,,,,,6842000000.0,-5065000000.0,4432000000.0,4893000000.0,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,,
4,2015-01-01,2015-12-31,2017,FY,10-K,,,2233000000.0,596000000.0,,950000000.0,,,13384000000.0,,,,,,12039000000.0,-6450000000.0,-3882000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,,
4,2016-01-01,2016-12-31,2018,FY,10-K,,135987000000.0,4186000000.0,2371000000.0,,1425000000.0,,,19285000000.0,,,,,,17203000000.0,-9516000000.0,-3716000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,0.030782354195621642,0.017435490157147373
4,2017-01-01,2017-12-31,2019,FY,10-K,,177866000000.0,4106000000.0,3033000000.0,,769000000.0,,,27709000000.0,,,,,,18365000000.0,-27084000000.0,9928000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,0.023084794170892695,0.01705216286417865
4,2018-01-01,2018-12-31,2020,FY,10-K,,232887000000.0,12421000000.0,10073000000.0,,1197000000.0,,,43549000000.0,,,,,,30723000000.0,-12369000000.0,-7686000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,0.053334879147397665,0.04325273630559026
4,2019-01-01,2019-12-31,2021,FY,10-K,,280522000000.0,14541000000.0,11588000000.0,,2374000000.0,,,62060000000.0,,,,,,38514000000.0,-24281000000.0,-10066000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,0.05183550666257905,0.04130870306072251
4,2020-01-01,2020-12-31,2022,FY,10-K,,386064000000.0,22899000000.0,21331000000.0,,2863000000.0,,,93404000000.0,,,,,,66064000000.0,-59611000000.0,-1104000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,0.05931399975133657,0.05525249699531684
4,2021-01-01,2021-12-31,2023,FY,10-K,,469822000000.0,24879000000.0,,,4791000000.0,,,138245000000.0,,,,,,46327000000.0,-58154000000.0,6291000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,0.052954097509269465,
4,2022-01-01,2022-12-31,2024,FY,10-K,,513983000000.0,12248000000.0,,,-3217000000.0,,,146043000000.0,,,,,,46752000000.0,-37601000000.0,9718000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,0.023829581912242232,
4,2023-01-01,2023-12-31,2025,FY,10-K,,574785000000.0,36852000000.0,,,7120000000.0,527854000000.0,,201875000000.0,,,,,,84946000000.0,-49833000000.0,-15879000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,0.0641144079960333,
4,2024-01-01,2024-12-31,2025,FY,10-K,,637959000000.0,68593000000.0,,,9265000000.0,624894000000.0,,,78779000000.0,34214000000.0,190867000000.0,179431000000.0,52623000000.0,115877000000.0,-94342000000.0,-11812000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,0.1075194487420038,
4,2025-01-01,2025-12-31,2025,FY,10-K,,716924000000.0,79975000000.0,,,19087000000.0,,,,,,,,,139514000000.0,-142545000000.0,9661000000.0,,,AMZN,Amazon.com Inc.,Consumer Discretionary,USA,E-Commerce & Cloud Services,NASDAQ,0.11155296795755199,
5,2010-01-01,2010-12-31,2012,FY,10-K,,,1032000000.0,606000000.0,144000000.0,402000000.0,,,,1785000000.0,,,,,698000000.0,-324000000.0,781000000.0,293000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,,
5,2011-01-01,2011-12-31,2013,FY,10-K,,,1756000000.0,1000000000.0,388000000.0,695000000.0,,,,1512000000.0,,,,,1549000000.0,-3023000000.0,1198000000.0,606000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,,
5,2012-01-01,2012-12-31,2014,FY,10-K,,,538000000.0,53000000.0,1399000000.0,441000000.0,,,,2384000000.0,,,,,1612000000.0,-7024000000.0,6283000000.0,1235000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,,
5,2013-01-01,2013-12-31,2015,FY,10-K,,,2804000000.0,1500000000.0,1415000000.0,1254000000.0,,,15470000000.0,3323000000.0,,,,,4222000000.0,-2624000000.0,-667000000.0,1362000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,,
5,2014-01-01,2014-12-31,2016,FY,10-K,,,4994000000.0,2940000000.0,2666000000.0,1970000000.0,,,36096000000.0,4315000000.0,,,,,7326000000.0,-5913000000.0,-298000000.0,1831000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,,
5,2015-01-01,2015-12-31,2017,FY,10-K,,,6225000000.0,3688000000.0,4816000000.0,2506000000.0,,,44218000000.0,,,,,,10320000000.0,-9434000000.0,-139000000.0,2523000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,,
5,2016-01-01,2016-12-31,2018,FY,10-K,,27638000000.0,12427000000.0,10217000000.0,5919000000.0,2301000000.0,,,59194000000.0,,,,,,16108000000.0,-11792000000.0,-310000000.0,4491000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,0.4496345611115131,0.36967219046240685
5,2017-01-01,2017-12-31,2019,FY,10-K,,40653000000.0,20203000000.0,15934000000.0,7754000000.0,4660000000.0,,,74347000000.0,,,,,,24216000000.0,-20118000000.0,-5235000000.0,6733000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,0.4969620938184144,0.39195139350109465
5,2018-01-01,2018-12-31,2020,FY,10-K,,55838000000.0,24913000000.0,22112000000.0,10273000000.0,3249000000.0,,,84127000000.0,,,,,,29274000000.0,-11603000000.0,-15572000000.0,13915000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,0.4461656936136681,0.39600272216053584
5,2019-01-01,2019-12-31,2021,FY,10-K,,70697000000.0,23986000000.0,18485000000.0,13600000000.0,6327000000.0,,,101054000000.0,,,,,,36314000000.0,-19864000000.0,-7299000000.0,15102000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,0.3392788944368219,0.2614679547929898
5,2020-01-01,2020-12-31,2022,FY,10-K,,85965000000.0,32671000000.0,29146000000.0,18447000000.0,4034000000.0,,,128290000000.0,,,,,,38747000000.0,-30059000000.0,-10292000000.0,15163000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,0.3800500203571221,0.3390449601582039
5,2021-01-01,2021-12-31,2023,FY,10-K,,117929000000.0,46753000000.0,,24655000000.0,7914000000.0,,,124879000000.0,,,,,,57683000000.0,-7570000000.0,-50728000000.0,18690000000.0,,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,0.39645040660058173,
5,2022-01-01,2022-12-31,2024,FY,10-K,,116609000000.0,28944000000.0,,35338000000.0,5619000000.0,,,125713000000.0,,,,,,50475000000.0,-28970000000.0,-22136000000.0,31186000000.0,0.0,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,0.24821411726367604,
5,2023-01-01,2023-12-31,2025,FY,10-K,,134902000000.0,46751000000.0,,38483000000.0,8330000000.0,,,153168000000.0,41862000000.0,,,,,71113000000.0,-24495000000.0,-19500000000.0,27045000000.0,0.0,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,0.3465552771641636,
5,2024-01-01,2024-12-31,2025,FY,10-K,,164501000000.0,69380000000.0,,43873000000.0,8303000000.0,276054000000.0,93417000000.0,,43889000000.0,,100045000000.0,33596000000.0,28826000000.0,91328000000.0,-47150000000.0,-40781000000.0,37256000000.0,5072000000.0,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,0.42176035404040096,
5,2025-01-01,2025-12-31,2025,FY,10-K,,200966000000.0,83276000000.0,,57372000000.0,25474000000.0,,,,,,,,,115800000000.0,-102003000000.0,-20370000000.0,69691000000.0,5324000000.0,META,Meta Platforms Inc.,Technology,USA,Social Media,NASDAQ,0.41437855159579234,
6,2014-01-01,2014-12-31,2016,FY,10-K,,,16496000000.0,14136000000.0,9832000000.0,3639000000.0,,,103860000000.0,18347000000.0,,,,,23024000000.0,-21055000000.0,-2087000000.0,11014000000.0,0.0,GOOGL,Alphabet Inc.,Technology,USA,Internet Services,NASDAQ,,
6,2015-01-01,2015-12-31,2017,FY,10-K,,,19360000000.0,16348000000.0,12282000000.0,3303000000.0,,,120331000000.0,16549000000.0,,,,,26572000000.0,-23711000000.0,-4225000000.0,9950000000.0,47000000.0,GOOGL,Alphabet Inc.,Technology,USA,Internet Services,NASDAQ,,
6,2016-01-01,2016-12-31,2018,FY,10-K,,90272000000.0,23716000000.0,19478000000.0,13948000000.0,4672000000.0,,,139036000000.0,,,,,,36036000000.0,-31165000000.0,-8332000000.0,10212000000.0,,GOOGL,Alphabet Inc.,Technology,USA,Internet Services,NASDAQ,0.26271712158808935,0.2157701169797944
6,2017-01-01,2017-12-31,2019,FY,10-K,,110855000000.0,26178000000.0,12662000000.0,16625000000.0,14531000000.0,,,152502000000.0,,,,,,37091000000.0,-31401000000.0,-8298000000.0,13184000000.0,,GOOGL,Alphabet Inc.,Technology,USA,Internet Services,NASDAQ,0.23614631726128726,0.11422128005051645
6,2018-01-01,2018-12-31,2020,FY,10-K,,,27524000000.0,30736000000.0,21419000000.0,4177000000.0,,,177628000000.0,,,,,,47971000000.0,-28504000000.0,-13179000000.0,25139000000.0,,GOOGL,Alphabet Inc.,Technology,USA,Internet Services,NASDAQ,,
6,2019-01-01,2019-12-31,2019,FY,10-K,,161857000000.0,,,,,,,201442000000.0,,,,,,54520000000.0,-29491000000.0,-23209000000.0,23548000000.0,,GOOGL,Alphabet Inc.,Technology,USA,Internet Services,NASDAQ,,
